site_id,date,temperature,temperature_max,temperature_min,precipitation,humidity,wind_speed,solar_radiation,temperature_range,vpd_kpa,et0,rainfall_7d,rainfall_30d,temperature_7d,water_balance_30d,precipitation_lag1,doy_sin,doy_cos,crop_age,kc,latitude,longitude,field_capacity,wilting_point,root_depth_m,taw_mm,target,prediction
marrakech,2021-12-02,8.92,14.13,5.36,6.57,80.56,2.42,11.33,8.77,0.2219796402355135,1.4393078844361096,10.649999999999984,27.31,9.48857142857143,-34.11944295886548,0.0,-0.4822058478963526,0.8760579434344281,17,0.3,31.63,-7.99,0.25,0.12,1.0,130.0,0.3203116239337914,0.11452801582347638
meknes,2021-12-02,10.23,12.96,7.21,21.7,89.62,3.83,3.84,5.750000000000001,0.1294403837245051,1.1361220618010808,41.54000000000004,83.87,10.977142857142857,26.35870414181847,0.1,-0.4822058478963526,0.8760579434344281,17,0.3,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-02,10.22,14.43,7.33,10.61,91.31,3.23,5.58,7.1,0.1082933332133529,1.2999404861613535,25.41,57.01000000000002,11.315714285714288,-3.955282082682887,0.13,-0.4822058478963526,0.8760579434344281,17,0.3,33.0,-7.62,0.28,0.14,1.0,140.0,0.0,0.009839734265298388
marrakech,2021-12-03,8.7,17.38,1.94,0.04,56.36,2.51,14.5,15.44,0.4909497797544218,1.886807783677447,8.289999999999987,26.140000000000004,9.348571428571429,-34.94045745706556,6.57,-0.4670649248774303,0.8842230238742036,18,0.3,31.63,-7.99,0.25,0.12,1.0,130.0,0.3298801914058596,0.2125447453715615
meknes,2021-12-03,9.24,16.17,3.57,0.03,74.21,1.22,13.5,12.6,0.3009196987076263,1.61558086799667,28.490000000000038,76.87,10.727142857142857,19.62756839539298,21.7,-0.4670649248774303,0.8842230238742036,18,0.3,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-03,9.96,17.4,4.91,0.06,73.35,2.49,13.21,12.489999999999998,0.3263759002149764,1.701240124471198,16.08,52.87000000000002,11.118571428571428,-7.489695156408198,10.61,-0.4670649248774303,0.8842230238742036,18,0.3,33.0,-7.62,0.28,0.14,1.0,140.0,0.0,0.028372440513406875
marrakech,2021-12-04,10.39,18.87,5.66,0.0,42.08,1.69,14.69,13.21,0.7300383847736187,1.8498231622674168,7.609999999999986,25.440000000000005,9.641428571428571,-35.346402134943936,0.04,-0.451785789832884,0.8921264484954345,19,0.3,31.63,-7.99,0.25,0.12,1.0,130.0,0.3452008280700824,0.21111181491631
meknes,2021-12-04,10.18,17.39,4.98,0.04,74.6,1.51,13.71,12.41,0.3156846413369154,1.6524652192916889,24.76000000000003,72.94,10.64,15.86676546340335,0.03,-0.451785789832884,0.8921264484954345,19,0.3,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-04,10.39,18.7,4.34,0.02,77.79,2.4,13.08,14.36,0.2799404786916794,1.845295176941805,12.54,50.280000000000015,11.02,-10.14753478172903,0.06,-0.451785789832884,0.8921264484954345,19,0.3,33.0,-7.62,0.28,0.14,1.0,140.0,0.0,0.0017945257125910419
marrakech,2021-12-05,10.8,20.6,5.53,0.01,49.23,2.21,14.28,15.07,0.6576563466621046,1.9976457640068643,6.619999999999985,25.43,9.967142857142855,-35.170354921213686,0.0,-0.4363729641045924,0.8997658785476209,20,0.3,31.63,-7.99,0.25,0.12,1.0,130.0,0.3629916554240079,0.1713235854536513
meknes,2021-12-05,11.28,17.02,7.92,0.8,87.75,1.85,12.35,9.1,0.1638250337228649,1.4651119732568094,24.61000000000003,73.57,10.94285714285714,17.130834066541965,0.04,-0.4363729641045924,0.8997658785476209,20,0.3,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-05,12.02,19.34,7.62,1.0,84.34,3.15,11.75,11.72,0.2199313312671081,1.7570542156371791,12.67,51.250000000000014,11.142857142857142,-8.746581245974756,0.02,-0.4363729641045924,0.8997658785476209,20,0.3,33.0,-7.62,0.28,0.14,1.0,140.0,0.0,0.01851641614669366
marrakech,2021-12-06,11.32,21.37,5.75,0.01,45.59,2.21,14.51,15.62,0.7295832407533587,2.064086122275603,6.629999999999985,25.44,10.3,-34.91295659637299,0.01,-0.4208310085956556,0.9071390534005044,21,0.32125,31.63,-7.99,0.25,0.12,1.0,130.0,0.377758822480457,0.18805405405910208
meknes,2021-12-06,11.17,17.84,6.4,0.05,75.41,1.21,12.98,11.44,0.3264622293869437,1.6306882339796749,23.18000000000003,73.62,10.872857142857145,17.567237480378,0.8,-0.4208310085956556,0.9071390534005044,21,0.32125,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-06,11.49,19.8,6.46,0.08,78.54,3.45,12.34,13.34,0.2910164101647721,1.834950498757961,12.49,51.33000000000001,11.182857142857143,-8.350243210328756,1.0,-0.4208310085956556,0.9071390534005044,21,0.32125,33.0,-7.62,0.28,0.14,1.0,140.0,0.0,0.015089311237602456
marrakech,2021-12-07,11.26,20.63,5.53,0.0,43.91,2.08,13.58,15.099999999999998,0.7491236452132104,2.01915463581075,6.629999999999985,25.44,10.287142857142856,-34.59357489513886,0.01,-0.4051645224207563,0.9142437912130223,22,0.3424999999999999,31.63,-7.99,0.25,0.12,1.0,130.0,0.3767818681297319,0.16378296711251294
meknes,2021-12-07,11.15,19.92,5.29,0.01,61.94,2.13,13.37,14.630000000000004,0.504622458346139,1.836674578644186,22.730000000000032,73.63,10.59142857142857,18.057128232661952,0.05,-0.4051645224207563,0.9142437912130223,22,0.3424999999999999,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-07,10.95,19.82,5.38,0.01,70.44,1.66,12.78,14.44,0.3867505036030932,1.8679127732131051,11.91,51.34000000000002,10.912857142857144,-7.899408419527754,0.08,-0.4051645224207563,0.9142437912130223,22,0.3424999999999999,33.0,-7.62,0.28,0.14,1.0,140.0,0.0,0.021293148698538628
marrakech,2021-12-08,10.16,16.53,6.6,0.01,54.22,1.62,14.25,9.93,0.5682170745097831,1.5710053944553823,6.6399999999999855,25.45,10.221428571428572,-33.7752241682619,0.0,-0.3893781415452015,0.9210779895789526,23,0.36375,31.63,-7.99,0.25,0.12,1.0,130.0,0.4051620513507611,0.15845768117873585
meknes,2021-12-08,11.21,17.08,7.26,1.62,79.44,3.31,12.02,9.82,0.2736846813330362,1.5032004171727975,24.250000000000032,75.25,10.637142857142855,20.363244885327447,0.01,-0.3893781415452015,0.9210779895789526,23,0.36375,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-08,12.06,18.25,7.14,0.3,83.73,2.14,10.21,11.11,0.2291015444289146,1.6966265247419678,12.08,51.640000000000015,11.012857142857143,-6.957878237175584,0.01,-0.3893781415452015,0.9210779895789526,23,0.36375,33.0,-7.62,0.28,0.14,1.0,140.0,0.0,0.0162410634884685
marrakech,2021-12-09,11.33,20.23,6.02,0.01,67.31,2.99,14.32,14.21,0.4386306470957561,1.952881510444635,0.0799999999999849,25.46,10.565714285714288,-33.26617686668535,0.01,-0.3734765374130707,0.9276396261490468,24,0.385,31.63,-7.99,0.25,0.12,1.0,130.0,0.4179767442143132,0.06197754991879739
meknes,2021-12-09,11.11,17.4,7.61,0.04,80.1,1.35,11.8,9.79,0.2631463462851007,1.4914410841173171,2.590000000000032,75.29,10.762857142857142,21.23147424920741,1.62,-0.3734765374130707,0.9276396261490468,24,0.385,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-09,12.13,18.74,8.17,0.01,78.55,4.22,11.13,10.57,0.3034386058072812,1.654190299517887,1.48,51.65000000000001,11.285714285714286,-6.1712925257437385,0.3,-0.3734765374130707,0.9276396261490468,24,0.385,33.0,-7.62,0.28,0.14,1.0,140.0,0.0,0.01741853282363623
marrakech,2021-12-10,11.01,19.77,6.47,0.0,57.04,1.84,14.15,13.3,0.5643169653710671,1.864117231318136,0.0399999999999849,25.46,10.895714285714286,-32.632684201531106,0.01,-0.3574644155648614,0.9339267592294762,25,0.40625,31.63,-7.99,0.25,0.12,1.0,130.0,0.4411016567083623,0.1072806075126735
meknes,2021-12-10,10.97,17.7,6.37,0.06,84.28,1.11,10.73,11.329999999999998,0.2059475128830548,1.5924924946182564,2.620000000000032,75.33,11.01,22.00154794214353,0.04,-0.3574644155648614,0.9339267592294762,25,0.40625,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-10,11.23,18.98,5.92,0.05,82.61,3.45,8.03,13.06,0.2317945952706055,1.7789370075721234,1.47,51.69000000000002,11.46714285714286,-5.282074288388969,0.01,-0.3574644155648614,0.9339267592294762,25,0.40625,33.0,-7.62,0.28,0.14,1.0,140.0,0.0,0.0075873533485703816
marrakech,2021-12-11,11.9,21.32,6.17,0.0,55.61,1.91,14.1,15.15,0.6185045927542036,2.0465721879854404,0.0399999999999849,25.46,11.111428571428572,-32.3342041820886,0.0,-0.3413465142450361,0.9399375283564132,26,0.4275,31.63,-7.99,0.25,0.12,1.0,130.0,0.4659689424332541,0.07876224878576757
meknes,2021-12-11,13.21,19.48,9.43,0.16,80.49,1.22,12.42,10.05,0.2962535088038192,1.612750532430205,2.740000000000032,75.48,11.442857142857145,22.82917619208288,0.06,-0.3413465142450361,0.9399375283564132,26,0.4275,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-11,12.25,20.0,7.31,0.06,83.46,3.27,11.91,12.69,0.2358360918523372,1.8109979158613527,1.51,51.73000000000002,11.732857142857144,-4.486466919304662,0.05,-0.3413465142450361,0.9399375283564132,26,0.4275,33.0,-7.62,0.28,0.14,1.0,140.0,0.0,0.016220213366708616
marrakech,2021-12-12,13.88,23.41,7.32,0.0,44.24,1.61,13.73,16.09,0.8844642860056845,2.2453448616212826,0.0299999999999849,25.46,11.551428571428572,-32.23844028969178,0.0,-0.3251276029999093,0.9456701548465688,27,0.44875,31.63,-7.99,0.25,0.12,1.0,130.0,0.4694869019113072,0.1868507952188885
meknes,2021-12-12,15.21,24.64,9.27,0.0,58.28,1.8,12.85,15.37,0.7211466980912481,2.118506112426642,1.940000000000032,75.45,12.004285714285714,22.86158155915333,0.16,-0.3251276029999093,0.9456701548465688,27,0.44875,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-12,13.98,24.12,7.47,0.0,71.25,1.8,12.31,16.650000000000002,0.4590027316203889,2.189301169460144,0.51,51.63000000000002,12.012857142857143,-4.478446890757732,0.06,-0.3251276029999093,0.9456701548465688,27,0.44875,33.0,-7.62,0.28,0.14,1.0,140.0,0.0163427401438269,0.10175516877317387
marrakech,2021-12-13,12.25,20.19,7.38,0.04,58.86,1.35,8.95,12.810000000000002,0.5865959382590777,1.8971023689590627,0.0599999999999849,25.5,11.684285714285712,-31.581614880255756,0.0,-0.3088124812662537,0.9511229423235356,28,0.47,31.63,-7.99,0.25,0.12,1.0,130.0,0.4814839569029676,0.08804233186401299
meknes,2021-12-13,14.41,22.4,9.67,0.0,62.44,1.42,12.63,12.73,0.6165992314024366,1.8776867307373517,1.890000000000032,75.45,12.46714285714286,23.62228128853258,0.0,-0.3088124812662537,0.9511229423235356,28,0.47,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-13,13.73,23.03,7.72,0.0,66.61,1.74,11.51,15.310000000000002,0.5244932640424241,2.0790263705220458,0.43,51.56000000000002,12.332857142857142,-4.171728111247703,0.0,-0.3088124812662537,0.9511229423235356,28,0.47,33.0,-7.62,0.28,0.14,1.0,140.0,0.0285658928590052,0.048343493419057894
marrakech,2021-12-14,11.68,18.49,6.44,0.01,56.92,1.62,11.41,12.049999999999995,0.5915925228177464,1.802360750365147,0.0699999999999849,25.51,11.744285714285716,-31.007492703488616,0.04,-0.2924059769510773,0.956294277219772,29,0.4912499999999999,31.63,-7.99,0.25,0.12,1.0,130.0,0.4847918202126465,0.0910262411374372
meknes,2021-12-14,12.56,19.21,8.28,0.1,71.76,1.29,11.04,10.93,0.4109492605868718,1.6372236569819991,1.980000000000032,75.54,12.668571428571427,24.568725171481475,0.0,-0.2924059769510773,0.956294277219772,29,0.4912499999999999,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0004258072372184736
settat,2021-12-14,13.65,20.91,8.84,0.0,63.86,1.72,10.35,12.07,0.5647437325011715,1.8383560624996784,0.42,51.50000000000002,12.718571428571428,-3.5688748362628493,0.0,-0.2924059769510773,0.956294277219772,29,0.4912499999999999,33.0,-7.62,0.28,0.14,1.0,140.0,0.0665459733530154,0.041660191600373285
marrakech,2021-12-15,11.07,16.33,7.33,0.01,55.29,1.9,7.01,8.999999999999998,0.589651005053325,1.5234759247067988,0.0699999999999849,25.52,11.874285714285715,-30.12204603802932,0.01,-0.2759129450029604,0.9611826292540836,30,0.5125,31.63,-7.99,0.25,0.12,1.0,130.0,0.5068910970985704,0.11470693812208657
meknes,2021-12-15,13.34,22.29,7.68,0.0,55.23,2.08,12.16,14.61,0.6856119340641396,1.9387671395243569,0.3600000000000319,75.47,12.972857142857142,24.741548110413053,0.1,-0.2759129450029604,0.9611826292540836,30,0.5125,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-15,13.89,21.94,8.19,0.02,60.38,1.72,10.0,13.750000000000002,0.6288601815883278,1.974420282354772,0.14,51.490000000000016,12.98,-3.2057556600530503,0.0,-0.2759129450029604,0.9611826292540836,30,0.5125,33.0,-7.62,0.28,0.14,1.0,140.0,0.0522906618401578,0.04023106696090845
marrakech,2021-12-16,10.71,18.26,6.54,0.0,48.93,1.57,12.88,11.720000000000002,0.6575888332714771,1.7150385252408198,0.0599999999999849,25.52,11.785714285714286,-29.56580022232063,0.01,-0.2593382659754056,0.9657865518844574,31,0.53375,31.63,-7.99,0.25,0.12,1.0,130.0,0.5271579380324503,0.0686588398410338
meknes,2021-12-16,12.96,18.35,9.57,0.08,66.95,1.79,8.12,8.780000000000001,0.4937195449047754,1.4828929873031438,0.400000000000032,75.47,13.237142857142858,25.382334692729973,0.0,-0.2593382659754056,0.9657865518844574,31,0.53375,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0021013364849768066
settat,2021-12-16,13.32,17.76,9.98,0.11,81.3,0.9,7.48,7.780000000000001,0.2860001099877046,1.456835412069721,0.24,51.55000000000002,13.15,-2.2577788526383413,0.02,-0.2593382659754056,0.9657865518844574,31,0.53375,33.0,-7.62,0.28,0.14,1.0,140.0,0.1121824521695985,0.022950423281446006
marrakech,2021-12-17,10.86,18.86,5.5,0.0,43.56,2.01,13.42,13.36,0.7340291861247658,1.8392321446806348,0.0599999999999849,25.51,11.764285714285716,-29.258247942254187,0.0,-0.2426868445825954,0.9701046827361176,32,0.5549999999999999,31.63,-7.99,0.25,0.12,1.0,130.0,0.5616889661030436,0.08864583410723827
meknes,2021-12-17,12.75,20.81,7.51,0.08,58.24,1.64,12.27,13.3,0.6153136957509137,1.8109924789524208,0.420000000000032,75.5,13.491428571428573,25.776419726953517,0.08,-0.2426868445825954,0.9701046827361176,32,0.5549999999999999,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0028268994402032154
settat,2021-12-17,12.35,20.96,6.53,0.06,59.34,1.61,11.56,14.43,0.5835780842488604,1.9205324327819115,0.25,51.58000000000002,13.31,-2.137546479680429,0.11,-0.2426868445825954,0.9701046827361176,32,0.5549999999999999,33.0,-7.62,0.28,0.14,1.0,140.0,0.1577087326213453,0.020037101421262204
marrakech,2021-12-18,13.72,23.34,5.95,0.0,43.67,2.45,13.5,17.39,0.8842616655853223,2.3064115121598348,0.0599999999999849,24.79,12.024285714285714,-29.75452567074143,0.0,-0.225963608248019,0.974135744004672,33,0.5762499999999999,31.63,-7.99,0.25,0.12,1.0,130.0,0.5644013315567387,0.17793686338715434
meknes,2021-12-18,13.79,23.16,7.53,0.0,47.96,1.3,12.7,15.63,0.8206443937117693,2.028718003498202,0.260000000000032,75.5,13.574285714285711,26.297879284184283,0.08,-0.225963608248019,0.974135744004672,33,0.5762499999999999,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-18,13.56,23.39,6.78,0.0,44.36,1.77,12.32,16.61,0.8643824038410604,2.1418424004431644,0.19,51.57000000000002,13.497142857142858,-1.646969412173898,0.06,-0.225963608248019,0.974135744004672,33,0.5762499999999999,33.0,-7.62,0.28,0.14,1.0,140.0,0.1693738525220568,0.11865258059908597
marrakech,2021-12-19,15.56,22.8,11.05,0.17,60.67,4.13,8.06,11.75,0.6952796749521492,2.005806941407205,0.2299999999999849,16.870000000000005,12.264285714285716,-37.8712782248944,0.0,-0.2091735056463563,0.9778785428342386,34,0.5974999999999999,31.63,-7.99,0.25,0.12,1.0,130.0,0.5813083868372417,0.27183548120292655
meknes,2021-12-19,14.41,21.25,10.15,1.82,66.0,2.65,10.67,11.1,0.5581569187348999,1.7424794088361204,2.080000000000032,69.54,13.46,20.90024031099681,0.0,-0.2091735056463563,0.9778785428342386,34,0.5974999999999999,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-19,15.79,23.38,11.76,0.1,67.39,3.77,10.39,11.62,0.5850364909063732,1.9180986279612364,0.29,49.83000000000002,13.755714285714284,-3.1998179594032514,0.0,-0.2091735056463563,0.9778785428342386,34,0.5974999999999999,33.0,-7.62,0.28,0.14,1.0,140.0,0.2119023265734687,0.013277738194916965
marrakech,2021-12-20,15.29,22.97,10.54,0.05,59.37,3.13,12.2,12.43,0.7059249467137311,2.0460664663969945,0.2399999999999849,16.740000000000002,12.698571428571428,-38.03131650080377,0.17,-0.1923215052390948,0.9813319716704276,35,0.6187499999999999,31.63,-7.99,0.25,0.12,1.0,130.0,0.5416356309083407,0.3346166771463222
meknes,2021-12-20,16.23,23.86,11.26,0.21,65.32,1.56,11.35,12.6,0.639905469416779,1.9610816594532088,2.290000000000032,68.42,13.72,19.663474518333253,1.82,-0.1923215052390948,0.9813319716704276,35,0.6187499999999999,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.003010872169383091
settat,2021-12-20,16.95,24.85,11.57,0.05,65.19,2.63,10.61,13.28,0.6723892557918563,2.12104021582032,0.34,49.73000000000002,14.215714285714286,-3.4750687539183898,0.1,-0.1923215052390948,0.9813319716704276,35,0.6187499999999999,33.0,-7.62,0.28,0.14,1.0,140.0,0.1443137419716356,0.0839326083446291
marrakech,2021-12-21,13.7,20.03,11.04,1.95,61.35,3.46,9.24,8.990000000000002,0.6059343581984635,1.6566129272553507,2.1799999999999846,18.69,12.987142857142857,-35.66064183545346,0.05,-0.1754125938042784,0.9844950085880858,36,0.6399999999999999,31.63,-7.99,0.25,0.12,1.0,130.0,0.5101864761411563,0.23031722817713118
meknes,2021-12-21,16.19,24.38,11.87,1.87,67.41,2.05,9.6,12.51,0.5998094967749439,1.9519628333961767,4.0600000000000325,70.10000000000001,14.238571428571428,21.217007428859567,0.21,-0.1754125938042784,0.9844950085880858,36,0.6399999999999999,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-21,16.53,22.69,13.63,3.57,64.09,4.32,7.38,9.06,0.6753815328437298,1.7309168898367728,3.91,53.26000000000002,14.627142857142855,0.2943723699824632,0.05,-0.1754125938042784,0.9844950085880858,36,0.6399999999999999,33.0,-7.62,0.28,0.14,1.0,140.0,0.0963087771671965,0.0
marrakech,2021-12-22,14.59,20.22,10.71,2.54,64.65,2.3,7.09,9.509999999999998,0.5871102371111928,1.7525687757153083,4.709999999999985,20.680000000000003,13.49,-33.61788384298554,1.95,-0.1584517749608363,0.9873667175937016,37,0.6612499999999999,31.63,-7.99,0.25,0.12,1.0,130.0,0.54066574821833,0.1651655020666972
meknes,2021-12-22,15.06,19.91,12.51,6.39,77.63,2.45,3.39,7.4,0.3829620698068016,1.4518730790434176,10.450000000000031,74.77000000000001,14.484285714285717,26.202395903278717,1.87,-0.1584517749608363,0.9873667175937016,37,0.6612499999999999,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-22,15.16,19.54,12.04,2.95,72.69,2.33,2.85,7.5,0.4705492211480631,1.51253509492239,6.84,55.91000000000002,14.808571428571428,3.369770882727073,3.57,-0.1584517749608363,0.9873667175937016,37,0.6612499999999999,33.0,-7.62,0.28,0.14,1.0,140.0,0.1476215697944723,0.00313075591946816
marrakech,2021-12-23,14.12,21.69,8.74,0.0,56.12,1.71,12.37,12.95,0.7069490424492787,2.016576519499093,4.709999999999985,17.55,13.977142857142857,-37.02311874358689,2.54,-0.141444067687942,0.989946248902378,38,0.6824999999999999,31.63,-7.99,0.25,0.12,1.0,130.0,0.5555405590823651,0.3894424306457927
meknes,2021-12-23,14.94,20.6,11.33,1.86,81.52,1.79,10.33,9.27,0.3139326769279267,1.620046174051637,12.23000000000003,63.16,14.767142857142858,14.269476520313887,6.39,-0.141444067687942,0.989946248902378,38,0.6824999999999999,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0012003899271579293
settat,2021-12-23,15.01,21.66,10.97,0.1,80.16,1.73,9.6,10.69,0.3385585799931182,1.7986139171228923,6.829999999999999,35.94000000000001,15.05,-17.034282267185326,2.95,-0.141444067687942,0.989946248902378,38,0.6824999999999999,33.0,-7.62,0.28,0.14,1.0,140.0,0.15962511166719,0.06358785417059462
marrakech,2021-12-24,13.93,21.59,9.05,0.1,51.01,2.57,11.51,12.54,0.7796060462298965,1.9741424612226088,4.8099999999999845,15.910000000000002,14.415714285714284,-39.13787651710878,0.0,-0.1243945048397999,0.9922328391893008,39,0.7037499999999999,31.63,-7.99,0.25,0.12,1.0,130.0,0.3954758085019083,0.35801857851188545
meknes,2021-12-24,13.94,19.66,10.82,1.27,68.52,2.3,9.48,8.84,0.5012847123119657,1.5350247379096278,13.420000000000032,60.77,14.937142857142858,11.66275521300376,1.86,-0.1243945048397999,0.9922328391893008,39,0.7037499999999999,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0084692902420231
settat,2021-12-24,13.88,20.35,10.08,0.5,72.8,2.26,8.38,10.27,0.4314459931735047,1.7036257296458353,7.27,35.72000000000001,15.268571428571429,-17.32645500033193,0.1,-0.1243945048397999,0.9922328391893008,39,0.7037499999999999,33.0,-7.62,0.28,0.14,1.0,140.0,0.0,0.08456866797319845
marrakech,2021-12-25,12.85,18.01,10.14,7.65,67.44,2.87,5.36,7.870000000000001,0.4829096813649485,1.512235779405666,12.459999999999985,23.250000000000004,14.29142857142857,-31.722796693180875,0.1,-0.1073081316563624,0.994225811815616,40,0.7249999999999999,31.63,-7.99,0.25,0.12,1.0,130.0,0.3753182775007627,0.11393444778335127
meknes,2021-12-25,13.96,17.19,12.09,7.33,79.76,4.94,4.62,5.100000000000001,0.3227187002999962,1.1679677825904815,20.750000000000032,65.36,14.961428571428572,16.434335583826847,1.27,-0.1073081316563624,0.994225811815616,40,0.7249999999999999,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0
settat,2021-12-25,14.38,17.44,12.27,10.02,87.73,4.58,4.44,5.170000000000002,0.2010384446265592,1.2291400518169124,17.29,44.48000000000002,15.385714285714286,-8.157758586373385,0.5,-0.1073081316563624,0.994225811815616,40,0.7249999999999999,33.0,-7.62,0.28,0.14,1.0,140.0,0.0,0.049703438033991076
marrakech,2021-12-26,13.39,18.47,10.53,2.13,81.7,1.29,11.38,7.939999999999999,0.2811633243225137,1.547633689683344,14.419999999999984,22.980000000000004,13.98142857142857,-32.33088510711463,7.65,-0.0901900042703451,0.99592457702866,41,0.7462499999999999,31.63,-7.99,0.25,0.12,1.0,130.0,0.4270600718974839,0.2188350657727771
meknes,2021-12-26,14.45,19.62,11.51,0.86,85.9,3.02,11.12,8.110000000000001,0.2320705255312823,1.497605338601459,19.79000000000003,53.14,14.967142857142855,3.977822518163456,7.33,-0.0901900042703451,0.99592457702866,41,0.7462499999999999,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.0013624561552775763
settat,2021-12-26,15.6,20.99,12.56,1.58,86.56,2.27,8.81,8.429999999999998,0.2382035001930145,1.631178331836153,18.77,36.670000000000016,15.358571428571429,-16.16179445384332,10.02,-0.0901900042703451,0.99592457702866,41,0.7462499999999999,33.0,-7.62,0.28,0.14,1.0,140.0,0.0569364345601479,0.04395644200185513
marrakech,2021-12-27,14.78,22.48,10.53,0.02,67.31,1.52,12.71,11.95,0.5496305697552715,1.986171741304006,14.389999999999985,22.320000000000004,13.90857142857143,-33.682080020821104,2.13,-0.0730451882110474,0.9973286321364752,42,0.7674999999999998,31.63,-7.99,0.25,0.12,1.0,130.0,0.4686990044606852,0.24122186172876117
meknes,2021-12-27,15.05,21.37,11.55,0.33,85.87,1.89,12.01,9.82,0.2417421941317549,1.68131346237921,19.91000000000003,49.7,14.79857142857143,0.2435952898495883,0.86,-0.0730451882110474,0.9973286321364752,42,0.7674999999999998,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.002817148286471729
settat,2021-12-27,16.09,23.41,11.71,0.2,84.01,1.34,6.61,11.7,0.2924196280197827,1.952904959619632,18.92,33.31000000000002,15.235714285714286,-20.03459750823041,1.58,-0.0730451882110474,0.9973286321364752,42,0.7674999999999998,33.0,-7.62,0.28,0.14,1.0,140.0,0.1009834938570014,0.0720069579162754
marrakech,2021-12-28,15.78,24.98,10.52,0.01,57.48,1.32,13.31,14.46,0.7623379546336043,2.255711285919804,12.449999999999983,21.330000000000005,14.205714285714285,-35.32133130060452,0.02,-0.0558787569053731,0.9984375616565666,43,0.7887499999999998,31.63,-7.99,0.25,0.12,1.0,130.0,0.5000816308266358,0.3598042562810312
meknes,2021-12-28,15.12,21.84,11.01,0.11,84.52,1.06,12.14,10.83,0.2660340023676259,1.7727179039978462,18.150000000000038,48.86,14.645714285714288,-0.8642451446937804,0.33,-0.0558787569053731,0.9984375616565666,43,0.7887499999999998,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.05708343086737775
settat,2021-12-28,16.17,24.22,11.54,0.19,81.49,2.77,8.72,12.68,0.3402368796263826,2.0415066610881647,15.54,32.63000000000002,15.184285714285716,-21.223358075382396,0.2,-0.0558787569053731,0.9984375616565666,43,0.7887499999999998,33.0,-7.62,0.28,0.14,1.0,140.0,0.16380256887799,0.08227502730582996
marrakech,2021-12-29,16.35,25.47,10.4,0.0,45.12,1.64,13.65,15.07,1.0204036617401828,2.346388203553828,9.909999999999986,21.330000000000005,14.457142857142856,-35.75397245333303,0.01,-0.0386957901765268,0.999251037438848,44,0.81,31.63,-7.99,0.25,0.12,1.0,130.0,0.5278040035733762,0.5212108512043832
meknes,2021-12-29,15.27,23.88,9.94,0.01,67.62,1.13,13.04,13.94,0.5618631988715086,2.0246314990269023,11.770000000000032,47.39,14.675714285714289,-2.828168446751764,0.11,-0.0386957901765268,0.999251037438848,44,0.81,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.058918091355483024
settat,2021-12-29,15.96,26.2,9.88,0.09,68.2,1.89,11.19,16.32,0.5767395156731175,2.3064283351135533,12.68,32.46000000000002,15.29857142857143,-21.937657690567114,0.19,-0.0386957901765268,0.999251037438848,44,0.81,33.0,-7.62,0.28,0.14,1.0,140.0,0.2128070205571619,0.13816917552735128
marrakech,2021-12-30,15.75,25.43,9.41,0.0,42.58,1.63,13.81,16.02,1.0275045017330164,2.3818054285246197,9.909999999999986,21.330000000000005,14.69,-36.106438675340826,0.0,-0.0215013727408137,0.999768818762748,45,0.8312499999999998,31.63,-7.99,0.25,0.12,1.0,130.0,0.5629406856066306,0.5219806474927396
